x   y   z   z_sp   dzdx   dzdx_sp   dzdy   dzdy_sp
-5.000000e+00   -5.800801e+00   3.844772e-19   3.844772e-19   3.844772e-18   3.845009e-18   1.153432e-18   1.153432e-18
-5.000000e+00   -5.799800e+00   3.856335e-19   3.856335e-19   3.856335e-18   3.856573e-18   1.156901e-18   1.156901e-18
-5.000000e+00   -5.798799e+00   3.867933e-19   3.867933e-19   3.867933e-18   3.868172e-18   1.160380e-18   1.160380e-18
-5.000000e+00   -5.797798e+00   3.879566e-19   3.879566e-19   3.879566e-18   3.879806e-18   1.163870e-18   1.163870e-18
-5.000000e+00   -5.796797e+00   3.891234e-19   3.891234e-19   3.891234e-18   3.891474e-18   1.167370e-18   1.167370e-18
-5.000000e+00   -5.795796e+00   3.902937e-19   3.902937e-19   3.902937e-18   3.903178e-18   1.170881e-18   1.170881e-18
-5.000000e+00   -5.794795e+00   3.914675e-19   3.914675e-19   3.914675e-18   3.914917e-18   1.174403e-18   1.174403e-18
-5.000000e+00   -5.793794e+00   3.926449e-19   3.926449e-19   3.926449e-18   3.926691e-18   1.177935e-18   1.177935e-18
-5.000000e+00   -5.792793e+00   3.938258e-19   3.938258e-19   3.938258e-18   3.938501e-18   1.181477e-18   1.181477e-18
-5.000000e+00   -5.791792e+00   3.950102e-19   3.950102e-19   3.950102e-18   3.950346e-18   1.185031e-18   1.185031e-18
-5.000000e+00   -5.790791e+00   3.961982e-19   3.961982e-19   3.961982e-18   3.962226e-18   1.188595e-18   1.188595e-18
-5.000000e+00   -5.789790e+00   3.973898e-19   3.973898e-19   3.973898e-18   3.974143e-18   1.192169e-18   1.192169e-18
-5.000000e+00   -5.788789e+00   3.985849e-19   3.985849e-19   3.985849e-18   3.986095e-18   1.195755e-18   1.195755e-18
-5.000000e+00   -5.787788e+00   3.997837e-19   3.997837e-19   3.997837e-18   3.998083e-18   1.199351e-18   1.199351e-18
-5.000000e+00   -5.786787e+00   4.009860e-19   4.009860e-19   4.009860e-18   4.010108e-18   1.202958e-18   1.202958e-18
-5.000000e+00   -5.785786e+00   4.021920e-19   4.021920e-19   4.021920e-18   4.022168e-18   1.206576e-18   1.206576e-18
-5.000000e+00   -5.784785e+00   4.034016e-19   4.034016e-19   4.034016e-18   4.034265e-18   1.210205e-18   1.210205e-18
-5.000000e+00   -5.783784e+00   4.046148e-19   4.046148e-19   4.046148e-18   4.046398e-18   1.213845e-18   1.213845e-18
-5.000000e+00   -5.782783e+00   4.058317e-19   4.058317e-19   4.058317e-18   4.058568e-18   1.217495e-18   1.217495e-18
-5.000000e+00   -5.781782e+00   4.070523e-19   4.070523e-19   4.070523e-18   4.070774e-18   1.221157e-18   1.221157e-18
-5.000000e+00   -5.780781e+00   4.082765e-19   4.082765e-19   4.082765e-18   4.083017e-18   1.224829e-18   1.224829e-18
-5.000000e+00   -5.779780e+00   4.095044e-19   4.095044e-19   4.095044e-18   4.095297e-18   1.228513e-18   1.228513e-18
-5.000000e+00   -5.778779e+00   4.107360e-19   4.107360e-19   4.107360e-18   4.107613e-18   1.232208e-18   1.232208e-18
-5.000000e+00   -5.777778e+00   4.119713e-19   4.119713e-19   4.119713e-18   4.119967e-18   1.235914e-18   1.235914e-18
-5.000000e+00   -5.776777e+00   4.132103e-19   4.132103e-19   4.132103e-18   4.132358e-18   1.239631e-18   1.239631e-18
-5.000000e+00   -5.775776e+00   4.144530e-19   4.144530e-19   4.144530e-18   4.144786e-18   1.243359e-18   1.243359e-18
-5.000000e+00   -5.774775e+00   4.156995e-19   4.156995e-19   4.156995e-18   4.157251e-18   1.247098e-18   1.247098e-18
-5.000000e+00   -5.773774e+00   4.169497e-19   4.169497e-19   4.169497e-18   4.169754e-18   1.250849e-18   1.250849e-18
-5.000000e+00   -5.772773e+00   4.182037e-19   4.182037e-19   4.182037e-18   4.182295e-18   1.254611e-18   1.254611e-18
-5.000000e+00   -5.771772e+00   4.194615e-19   4.194615e-19   4.194615e-18   4.194873e-18   1.258384e-18   1.258384e-18
-5.000000e+00   -5.770771e+00   4.207230e-19   4.207230e-19   4.207230e-18   4.207490e-18   1.262169e-18   1.262169e-18
-5.000000e+00   -5.769770e+00   4.219883e-19   4.219883e-19   4.219883e-18   4.220144e-18   1.265965e-18   1.265965e-18
-5.000000e+00   -5.768769e+00   4.232575e-19   4.232575e-19   4.232575e-18   4.232836e-18   1.269772e-18   1.269772e-18
-5.000000e+00   -5.767768e+00   4.245304e-19   4.245304e-19   4.245304e-18   4.245566e-18   1.273591e-18   1.273591e-18
-5.000000e+00   -5.766767e+00   4.258072e-19   4.258072e-19   4.258072e-18   4.258335e-18   1.277422e-18   1.277422e-18
-5.000000e+00   -5.765766e+00   4.270878e-19   4.270878e-19   4.270878e-18   4.271142e-18   1.281263e-18   1.281263e-18
-5.000000e+00   -5.764765e+00   4.283723e-19   4.283723e-19   4.283723e-18   4.283987e-18   1.285117e-18   1.285117e-18
-5.000000e+00   -5.763764e+00   4.296606e-19   4.296606e-19   4.296606e-18   4.296871e-18   1.288982e-18   1.288982e-18
-5.000000e+00   -5.762763e+00   4.309528e-19   4.309528e-19   4.309528e-18   4.309794e-18   1.292859e-18   1.292859e-18
-5.000000e+00   -5.761762e+00   4.322489e-19   4.322489e-19   4.322489e-18   4.322756e-18   1.296747e-18   1.296747e-18
-5.000000e+00   -5.760761e+00   4.335489e-19   4.335489e-19   4.335489e-18   4.335757e-18   1.300647e-18   1.300647e-18
-5.000000e+00   -5.759760e+00   4.348528e-19   4.348528e-19   4.348528e-18   4.348797e-18   1.304559e-18   1.304559e-18
-5.000000e+00   -5.758759e+00   4.361607e-19   4.361607e-19   4.361607e-18   4.361876e-18   1.308482e-18   1.308482e-18
-5.000000e+00   -5.757758e+00   4.374724e-19   4.374724e-19   4.374724e-18   4.374994e-18   1.312417e-18   1.312417e-18
-5.000000e+00   -5.756757e+00   4.387881e-19   4.387881e-19   4.387881e-18   4.388152e-18   1.316364e-18   1.316364e-18
-5.000000e+00   -5.755756e+00   4.401078e-19   4.401078e-19   4.401078e-18   4.401350e-18   1.320323e-18   1.320323e-18
-5.000000e+00   -5.754755e+00   4.414314e-19   4.414314e-19   4.414314e-18   4.414587e-18   1.324294e-18   1.324294e-18
-5.000000e+00   -5.753754e+00   4.427590e-19   4.427590e-19   4.427590e-18   4.427864e-18   1.328277e-18   1.328277e-18
-5.000000e+00   -5.752753e+00   4.440906e-19   4.440906e-19   4.440906e-18   4.441180e-18   1.332272e-18   1.332272e-18
-5.000000e+00   -5.751752e+00   4.454263e-19   4.454263e-19   4.454263e-18   4.454537e-18   1.336279e-18   1.336279e-18
-5.000000e+00   -5.750751e+00   4.467659e-19   4.467659e-19   4.467659e-18   4.467934e-18   1.340298e-18   1.340298e-18
-5.000000e+00   -5.749750e+00   4.481095e-19   4.481095e-19   4.481095e-18   4.481372e-18   1.344329e-18   1.344329e-18
-5.000000e+00   -5.748749e+00   4.494572e-19   4.494572e-19   4.494572e-18   4.494850e-18   1.348372e-18   1.348372e-18
-5.000000e+00   -5.747748e+00   4.508090e-19   4.508090e-19   4.508090e-18   4.508368e-18   1.352427e-18   1.352427e-18
-5.000000e+00   -5.746747e+00   4.521648e-19   4.521648e-19   4.521648e-18   4.521927e-18   1.356494e-18   1.356494e-18
-5.000000e+00   -5.745746e+00   4.535247e-19   4.535247e-19   4.535247e-18   4.535527e-18   1.360574e-18   1.360574e-18
-5.000000e+00   -5.744745e+00   4.548887e-19   4.548887e-19   4.548887e-18   4.549167e-18   1.364666e-18   1.364666e-18
-5.000000e+00   -5.743744e+00   4.562568e-19   4.562568e-19   4.562568e-18   4.562849e-18   1.368770e-18   1.368770e-18
-5.000000e+00   -5.742743e+00   4.576290e-19   4.576290e-19   4.576290e-18   4.576572e-18   1.372887e-18   1.372887e-18
-5.000000e+00   -5.741742e+00   4.590053e-19   4.590053e-19   4.590053e-18   4.590336e-18   1.377016e-18   1.377016e-18
-5.000000e+00   -5.740741e+00   4.603858e-19   4.603858e-19   4.603858e-18   4.604142e-18   1.381157e-18   1.381157e-18
-5.000000e+00   -5.739740e+00   4.617704e-19   4.617704e-19   4.617704e-18   4.617989e-18   1.385311e-18   1.385311e-18
-5.000000e+00   -5.738739e+00   4.631592e-19   4.631592e-19   4.631592e-18   4.631877e-18   1.389477e-18   1.389477e-18
-5.000000e+00   -5.737738e+00   4.645521e-19   4.645521e-19   4.645521e-18   4.645808e-18   1.393656e-18   1.393656e-18
-5.000000e+00   -5.736737e+00   4.659493e-19   4.659493e-19   4.659493e-18   4.659780e-18   1.397848e-18   1.397848e-18
-5.000000e+00   -5.735736e+00   4.673506e-19   4.673506e-19   4.673506e-18   4.673794e-18   1.402052e-18   1.402052e-18
-5.000000e+00   -5.734735e+00   4.687562e-19   4.687562e-19   4.687562e-18   4.687851e-18   1.406269e-18   1.406269e-18
-5.000000e+00   -5.733734e+00   4.701660e-19   4.701660e-19   4.701660e-18   4.701950e-18   1.410498e-18   1.410498e-18
-5.000000e+00   -5.732733e+00   4.715800e-19   4.715800e-19   4.715800e-18   4.716091e-18   1.414740e-18   1.414740e-18
-5.000000e+00   -5.731732e+00   4.729983e-19   4.729983e-19   4.729983e-18   4.730275e-18   1.418995e-18   1.418995e-18
-5.000000e+00   -5.730731e+00   4.744208e-19   4.744208e-19   4.744208e-18   4.744501e-18   1.423262e-18   1.423262e-18
-5.000000e+00   -5.729730e+00   4.758477e-19   4.758477e-19   4.758477e-18   4.758770e-18   1.427543e-18   1.427543e-18
-5.000000e+00   -5.728729e+00   4.772788e-19   4.772788e-19   4.772788e-18   4.773082e-18   1.431836e-18   1.431836e-18
-5.000000e+00   -5.727728e+00   4.787142e-19   4.787142e-19   4.787142e-18   4.787437e-18   1.436143e-18   1.436143e-18
-5.000000e+00   -5.726727e+00   4.801539e-19   4.801539e-19   4.801539e-18   4.801836e-18   1.440462e-18   1.440462e-18
-5.000000e+00   -5.725726e+00   4.815980e-19   4.815980e-19   4.815980e-18   4.816277e-18   1.444794e-18   1.444794e-18
-5.000000e+00   -5.724725e+00   4.830464e-19   4.830464e-19   4.830464e-18   4.830762e-18   1.449139e-18   1.449139e-18
-5.000000e+00   -5.723724e+00   4.844992e-19   4.844992e-19   4.844992e-18   4.845291e-18   1.453498e-18   1.453498e-18
-5.000000e+00   -5.722723e+00   4.859563e-19   4.859563e-19   4.859563e-18   4.859863e-18   1.457869e-18   1.457869e-18
-5.000000e+00   -5.721722e+00   4.874179e-19   4.874179e-19   4.874179e-18   4.874479e-18   1.462254e-18   1.462254e-18
-5.000000e+00   -5.720721e+00   4.888838e-19   4.888838e-19   4.888838e-18   4.889139e-18   1.466651e-18   1.466651e-18
-5.000000e+00   -5.719720e+00   4.903541e-19   4.903541e-19   4.903541e-18   4.903844e-18   1.471062e-18   1.471062e-18
-5.000000e+00   -5.718719e+00   4.918289e-19   4.918289e-19   4.918289e-18   4.918592e-18   1.475487e-18   1.475487e-18
-5.000000e+00   -5.717718e+00   4.933080e-19   4.933080e-19   4.933080e-18   4.933385e-18   1.479924e-18   1.479924e-18
-5.000000e+00   -5.716717e+00   4.947917e-19   4.947917e-19   4.947917e-18   4.948222e-18   1.484375e-18   1.484375e-18
-5.000000e+00   -5.715716e+00   4.962798e-19   4.962798e-19   4.962798e-18   4.963104e-18   1.488839e-18   1.488839e-18
-5.000000e+00   -5.714715e+00   4.977723e-19   4.977723e-19   4.977723e-18   4.978030e-18   1.493317e-18   1.493317e-18
-5.000000e+00   -5.713714e+00   4.992694e-19   4.992694e-19   4.992694e-18   4.993002e-18   1.497808e-18   1.497808e-18
-5.000000e+00   -5.712713e+00   5.007710e-19   5.007710e-19   5.007710e-18   5.008019e-18   1.502313e-18   1.502313e-18
-5.000000e+00   -5.711712e+00   5.022770e-19   5.022770e-19   5.022770e-18   5.023080e-18   1.506831e-18   1.506831e-18
-5.000000e+00   -5.710711e+00   5.037876e-19   5.037876e-19   5.037876e-18   5.038187e-18   1.511363e-18   1.511363e-18
-5.000000e+00   -5.709710e+00   5.053028e-19   5.053028e-19   5.053028e-18   5.053340e-18   1.515908e-18   1.515908e-18
-5.000000e+00   -5.708709e+00   5.068225e-19   5.068225e-19   5.068225e-18   5.068538e-18   1.520467e-18   1.520467e-18
-5.000000e+00   -5.707708e+00   5.083468e-19   5.083468e-19   5.083468e-18   5.083781e-18   1.525040e-18   1.525040e-18
-5.000000e+00   -5.706707e+00   5.098756e-19   5.098756e-19   5.098756e-18   5.099071e-18   1.529627e-18   1.529627e-18
-5.000000e+00   -5.705706e+00   5.114091e-19   5.114091e-19   5.114091e-18   5.114406e-18   1.534227e-18   1.534227e-18
-5.000000e+00   -5.704705e+00   5.129472e-19   5.129472e-19   5.129472e-18   5.129788e-18   1.538841e-18   1.538841e-18
-5.000000e+00   -5.703704e+00   5.144899e-19   5.144899e-19   5.144899e-18   5.145216e-18   1.543470e-18   1.543470e-18
-5.000000e+00   -5.702703e+00   5.160372e-19   5.160372e-19   5.160372e-18   5.160690e-18   1.548112e-18   1.548112e-18
-5.000000e+00   -5.701702e+00   5.175892e-19   5.175892e-19   5.175892e-18   5.176211e-18   1.552768e-18   1.552768e-18
-5.000000e+00   -5.700701e+00   5.191458e-19   5.191458e-19   5.191458e-18   5.191779e-18   1.557438e-18   1.557438e-18
-5.000000e+00   -5.699700e+00   5.207072e-19   5.207072e-19   5.207072e-18   5.207393e-18   1.562122e-18   1.562122e-18
-5.000000e+00   -5.698699e+00   5.222732e-19   5.222732e-19   5.222732e-18   5.223054e-18   1.566820e-18   1.566820e-18
-5.000000e+00   -5.697698e+00   5.238440e-19   5.238440e-19   5.238440e-18   5.238763e-18   1.571532e-18   1.571532e-18
-5.000000e+00   -5.696697e+00   5.254194e-19   5.254194e-19   5.254194e-18   5.254519e-18   1.576258e-18   1.576258e-18
-5.000000e+00   -5.695696e+00   5.269996e-19   5.269996e-19   5.269996e-18   5.270322e-18   1.580999e-18   1.580999e-18
-5.000000e+00   -5.694695e+00   5.285846e-19   5.285846e-19   5.285846e-18   5.286172e-18   1.585754e-18   1.585754e-18
-5.000000e+00   -5.693694e+00   5.301743e-19   5.301743e-19   5.301743e-18   5.302070e-18   1.590523e-18   1.590523e-18
-5.000000e+00   -5.692693e+00   5.317688e-19   5.317688e-19   5.317688e-18   5.318016e-18   1.595307e-18   1.595307e-18
-5.000000e+00   -5.691692e+00   5.333681e-19   5.333681e-19   5.333681e-18   5.334011e-18   1.600104e-18   1.600104e-18
-5.000000e+00   -5.690691e+00   5.349723e-19   5.349723e-19   5.349723e-18   5.350053e-18   1.604917e-18   1.604917e-18
-5.000000e+00   -5.689690e+00   5.365812e-19   5.365812e-19   5.365812e-18   5.366143e-18   1.609744e-18   1.609744e-18
-5.000000e+00   -5.688689e+00   5.381950e-19   5.381950e-19   5.381950e-18   5.382282e-18   1.614585e-18   1.614585e-18
-5.000000e+00   -5.687688e+00   5.398136e-19   5.398136e-19   5.398136e-18   5.398469e-18   1.619441e-18   1.619441e-18
-5.000000e+00   -5.686687e+00   5.414371e-19   5.414371e-19   5.414371e-18   5.414705e-18   1.624311e-18   1.624311e-18
-5.000000e+00   -5.685686e+00   5.430655e-19   5.430655e-19   5.430655e-18   5.430990e-18   1.629196e-18   1.629196e-18
-5.000000e+00   -5.684685e+00   5.446988e-19   5.446988e-19   5.446988e-18   5.447324e-18   1.634096e-18   1.634096e-18
-5.000000e+00   -5.683684e+00   5.463369e-19   5.463369e-19   5.463369e-18   5.463707e-18   1.639011e-18   1.639011e-18
-5.000000e+00   -5.682683e+00   5.479801e-19   5.479801e-19   5.479801e-18   5.480139e-18   1.643940e-18   1.643940e-18
-5.000000e+00   -5.681682e+00   5.496281e-19   5.496281e-19   5.496281e-18   5.496620e-18   1.648884e-18   1.648884e-18
-5.000000e+00   -5.680681e+00   5.512811e-19   5.512811e-19   5.512811e-18   5.513152e-18   1.653843e-18   1.653843e-18
-5.000000e+00   -5.679680e+00   5.529391e-19   5.529391e-19   5.529391e-18   5.529732e-18   1.658817e-18   1.658817e-18
-5.000000e+00   -5.678679e+00   5.546021e-19   5.546021e-19   5.546021e-18   5.546363e-18   1.663806e-18   1.663806e-18
-5.000000e+00   -5.677678e+00   5.562701e-19   5.562701e-19   5.562701e-18   5.563044e-18   1.668810e-18   1.668810e-18
-5.000000e+00   -5.676677e+00   5.579431e-19   5.579431e-19   5.579431e-18   5.579775e-18   1.673829e-18   1.673829e-18
-5.000000e+00   -5.675676e+00   5.596211e-19   5.596211e-19   5.596211e-18   5.596556e-18   1.678863e-18   1.678863e-18
-5.000000e+00   -5.674675e+00   5.613042e-19   5.613042e-19   5.613042e-18   5.613388e-18   1.683912e-18   1.683912e-18
-5.000000e+00   -5.673674e+00   5.629923e-19   5.629923e-19   5.629923e-18   5.630270e-18   1.688977e-18   1.688977e-18
-5.000000e+00   -5.672673e+00   5.646855e-19   5.646855e-19   5.646855e-18   5.647203e-18   1.694056e-18   1.694056e-18
-5.000000e+00   -5.671672e+00   5.663838e-19   5.663838e-19   5.663838e-18   5.664187e-18   1.699151e-18   1.699151e-18
-5.000000e+00   -5.670671e+00   5.680872e-19   5.680872e-19   5.680872e-18   5.681223e-18   1.704262e-18   1.704262e-18
-5.000000e+00   -5.669670e+00   5.697957e-19   5.697957e-19   5.697957e-18   5.698309e-18   1.709387e-18   1.709387e-18
-5.000000e+00   -5.668669e+00   5.715094e-19   5.715094e-19   5.715094e-18   5.715447e-18   1.714528e-18   1.714528e-18
-5.000000e+00   -5.667668e+00   5.732282e-19   5.732282e-19   5.732282e-18   5.732636e-18   1.719685e-18   1.719685e-18
-5.000000e+00   -5.666667e+00   5.749522e-19   5.749522e-19   5.749522e-18   5.749877e-18   1.724857e-18   1.724857e-18
-5.000000e+00   -5.665666e+00   5.766814e-19   5.766814e-19   5.766814e-18   5.767170e-18   1.730044e-18   1.730044e-18
-5.000000e+00   -5.664665e+00   5.784158e-19   5.784158e-19   5.784158e-18   5.784515e-18   1.735247e-18   1.735247e-18
-5.000000e+00   -5.663664e+00   5.801554e-19   5.801554e-19   5.801554e-18   5.801912e-18   1.740466e-18   1.740466e-18
-5.000000e+00   -5.662663e+00   5.819002e-19   5.819002e-19   5.819002e-18   5.819361e-18   1.745701e-18   1.745701e-18
-5.000000e+00   -5.661662e+00   5.836503e-19   5.836503e-19   5.836503e-18   5.836863e-18   1.750951e-18   1.750951e-18
-5.000000e+00   -5.660661e+00   5.854056e-19   5.854056e-19   5.854056e-18   5.854417e-18   1.756217e-18   1.756217e-18
-5.000000e+00   -5.659660e+00   5.871662e-19   5.871662e-19   5.871662e-18   5.872025e-18   1.761499e-18   1.761499e-18
-5.000000e+00   -5.658659e+00   5.889321e-19   5.889321e-19   5.889321e-18   5.889685e-18   1.766796e-18   1.766796e-18
-5.000000e+00   -5.657658e+00   5.907034e-19   5.907034e-19   5.907034e-18   5.907398e-18   1.772110e-18   1.772110e-18
-5.000000e+00   -5.656657e+00   5.924799e-19   5.924799e-19   5.924799e-18   5.925165e-18   1.777440e-18   1.777440e-18
-5.000000e+00   -5.655656e+00   5.942618e-19   5.942618e-19   5.942618e-18   5.942985e-18   1.782785e-18   1.782785e-18
-5.000000e+00   -5.654655e+00   5.960491e-19   5.960491e-19   5.960491e-18   5.960858e-18   1.788147e-18   1.788147e-18
-5.000000e+00   -5.653654e+00   5.978417e-19   5.978417e-19   5.978417e-18   5.978786e-18   1.793525e-18   1.793525e-18
-5.000000e+00   -5.652653e+00   5.996397e-19   5.996397e-19   5.996397e-18   5.996767e-18   1.798919e-18   1.798919e-18
-5.000000e+00   -5.651652e+00   6.014431e-19   6.014431e-19   6.014431e-18   6.014803e-18   1.804329e-18   1.804329e-18
-5.000000e+00   -5.650651e+00   6.032520e-19   6.032520e-19   6.032520e-18   6.032892e-18   1.809756e-18   1.809756e-18
-5.000000e+00   -5.649650e+00   6.050663e-19   6.050663e-19   6.050663e-18   6.051036e-18   1.815199e-18   1.815199e-18
-5.000000e+00   -5.648649e+00   6.068860e-19   6.068860e-19   6.068860e-18   6.069235e-18   1.820658e-18   1.820658e-18
-5.000000e+00   -5.647648e+00   6.087112e-19   6.087112e-19   6.087112e-18   6.087488e-18   1.826134e-18   1.826134e-18
-5.000000e+00   -5.646647e+00   6.105420e-19   6.105420e-19   6.105420e-18   6.105796e-18   1.831626e-18   1.831626e-18
-5.000000e+00   -5.645646e+00   6.123782e-19   6.123782e-19   6.123782e-18   6.124160e-18   1.837135e-18   1.837135e-18
-5.000000e+00   -5.644645e+00   6.142199e-19   6.142199e-19   6.142199e-18   6.142578e-18   1.842660e-18   1.842660e-18
-5.000000e+00   -5.643644e+00   6.160672e-19   6.160672e-19   6.160672e-18   6.161052e-18   1.848202e-18   1.848202e-18
-5.000000e+00   -5.642643e+00   6.179200e-19   6.179200e-19   6.179200e-18   6.179581e-18   1.853760e-18   1.853760e-18
-5.000000e+00   -5.641642e+00   6.197784e-19   6.197784e-19   6.197784e-18   6.198167e-18   1.859335e-18   1.859335e-18
-5.000000e+00   -5.640641e+00   6.216424e-19   6.216424e-19   6.216424e-18   6.216808e-18   1.864927e-18   1.864927e-18
-5.000000e+00   -5.639640e+00   6.235120e-19   6.235120e-19   6.235120e-18   6.235505e-18   1.870536e-18   1.870536e-18
-5.000000e+00   -5.638639e+00   6.253872e-19   6.253872e-19   6.253872e-18   6.254258e-18   1.876162e-18   1.876162e-18
-5.000000e+00   -5.637638e+00   6.272681e-19   6.272681e-19   6.272681e-18   6.273068e-18   1.881804e-18   1.881804e-18
-5.000000e+00   -5.636637e+00   6.291546e-19   6.291546e-19   6.291546e-18   6.291934e-18   1.887464e-18   1.887464e-18
-5.000000e+00   -5.635636e+00   6.310468e-19   6.310468e-19   6.310468e-18   6.310858e-18   1.893140e-18   1.893140e-18
-5.000000e+00   -5.634635e+00   6.329447e-19   6.329447e-19   6.329447e-18   6.329838e-18   1.898834e-18   1.898834e-18
-5.000000e+00   -5.633634e+00   6.348483e-19   6.348483e-19   6.348483e-18   6.348875e-18   1.904545e-18   1.904545e-18
-5.000000e+00   -5.632633e+00   6.367576e-19   6.367576e-19   6.367576e-18   6.367969e-18   1.910273e-18   1.910273e-18
-5.000000e+00   -5.631632e+00   6.386727e-19   6.386727e-19   6.386727e-18   6.387121e-18   1.916018e-18   1.916018e-18
-5.000000e+00   -5.630631e+00   6.405935e-19   6.405935e-19   6.405935e-18   6.406330e-18   1.921780e-18   1.921780e-18
-5.000000e+00   -5.629630e+00   6.425201e-19   6.425201e-19   6.425201e-18   6.425597e-18   1.927560e-18   1.927560e-18
-5.000000e+00   -5.628629e+00   6.444525e-19   6.444525e-19   6.444525e-18   6.444922e-18   1.933357e-18   1.933357e-18
-5.000000e+00   -5.627628e+00   6.463907e-19   6.463907e-19   6.463907e-18   6.464306e-18   1.939172e-18   1.939172e-18
-5.000000e+00   -5.626627e+00   6.483347e-19   6.483347e-19   6.483347e-18   6.483747e-18   1.945004e-18   1.945004e-18
-5.000000e+00   -5.625626e+00   6.502846e-19   6.502846e-19   6.502846e-18   6.503247e-18   1.950854e-18   1.950854e-18
-5.000000e+00   -5.624625e+00   6.522403e-19   6.522403e-19   6.522403e-18   6.522806e-18   1.956721e-18   1.956721e-18
-5.000000e+00   -5.623624e+00   6.542019e-19   6.542019e-19   6.542019e-18   6.542423e-18   1.962606e-18   1.962606e-18
-5.000000e+00   -5.622623e+00   6.561695e-19   6.561695e-19   6.561695e-18   6.562100e-18   1.968508e-18   1.968508e-18
-5.000000e+00   -5.621622e+00   6.581429e-19   6.581429e-19   6.581429e-18   6.581835e-18   1.974429e-18   1.974429e-18
-5.000000e+00   -5.620621e+00   6.601223e-19   6.601223e-19   6.601223e-18   6.601630e-18   1.980367e-18   1.980367e-18
-5.000000e+00   -5.619620e+00   6.621076e-19   6.621076e-19   6.621076e-18   6.621485e-18   1.986323e-18   1.986323e-18
-5.000000e+00   -5.618619e+00   6.640989e-19   6.640989e-19   6.640989e-18   6.641399e-18   1.992297e-18   1.992297e-18
-5.000000e+00   -5.617618e+00   6.660962e-19   6.660962e-19   6.660962e-18   6.661373e-18   1.998289e-18   1.998289e-18
-5.000000e+00   -5.616617e+00   6.680995e-19   6.680995e-19   6.680995e-18   6.681407e-18   2.004298e-18   2.004298e-18
-5.000000e+00   -5.615616e+00   6.701088e-19   6.701088e-19   6.701088e-18   6.701502e-18   2.010326e-18   2.010326e-18
-5.000000e+00   -5.614615e+00   6.721242e-19   6.721242e-19   6.721242e-18   6.721656e-18   2.016373e-18   2.016373e-18
-5.000000e+00   -5.613614e+00   6.741456e-19   6.741456e-19   6.741456e-18   6.741872e-18   2.022437e-18   2.022437e-18
-5.000000e+00   -5.612613e+00   6.761731e-19   6.761731e-19   6.761731e-18   6.762148e-18   2.028519e-18   2.028519e-18
-5.000000e+00   -5.611612e+00   6.782067e-19   6.782067e-19   6.782067e-18   6.782486e-18   2.034620e-18   2.034620e-18
-5.000000e+00   -5.610611e+00   6.802464e-19   6.802464e-19   6.802464e-18   6.802884e-18   2.040739e-18   2.040739e-18
-5.000000e+00   -5.609610e+00   6.822923e-19   6.822923e-19   6.822923e-18   6.823344e-18   2.046877e-18   2.046877e-18
-5.000000e+00   -5.608609e+00   6.843443e-19   6.843443e-19   6.843443e-18   6.843865e-18   2.053033e-18   2.053033e-18
-5.000000e+00   -5.607608e+00   6.864025e-19   6.864025e-19   6.864025e-18   6.864448e-18   2.059207e-18   2.059207e-18
-5.000000e+00   -5.606607e+00   6.884668e-19   6.884668e-19   6.884668e-18   6.885093e-18   2.065400e-18   2.065400e-18
-5.000000e+00   -5.605606e+00   6.905374e-19   6.905374e-19   6.905374e-18   6.905800e-18   2.071612e-18   2.071612e-18
-5.000000e+00   -5.604605e+00   6.926142e-19   6.926142e-19   6.926142e-18   6.926569e-18   2.077843e-18   2.077843e-18
-5.000000e+00   -5.603604e+00   6.946973e-19   6.946973e-19   6.946973e-18   6.947401e-18   2.084092e-18   2.084092e-18
-5.000000e+00   -5.602603e+00   6.967866e-19   6.967866e-19   6.967866e-18   6.968296e-18   2.090360e-18   2.090360e-18
-5.000000e+00   -5.601602e+00   6.988822e-19   6.988822e-19   6.988822e-18   6.989253e-18   2.096646e-18   2.096646e-18
-5.000000e+00   -5.600601e+00   7.009841e-19   7.009841e-19   7.009841e-18   7.010273e-18   2.102952e-18   2.102952e-18
-5.000000e+00   -5.599600e+00   7.030923e-19   7.030923e-19   7.030923e-18   7.031357e-18   2.109277e-18   2.109277e-18
-5.000000e+00   -5.598599e+00   7.052068e-19   7.052068e-19   7.052068e-18   7.052504e-18   2.115621e-18   2.115621e-18
-5.000000e+00   -5.597598e+00   7.073278e-19   7.073278e-19   7.073278e-18   7.073714e-18   2.121983e-18   2.121983e-18
-5.000000e+00   -5.596597e+00   7.094551e-19   7.094551e-19   7.094551e-18   7.094988e-18   2.128365e-18   2.128365e-18
-5.000000e+00   -5.595596e+00   7.115888e-19   7.115888e-19   7.115888e-18   7.116327e-18   2.134766e-18   2.134766e-18
-5.000000e+00   -5.594595e+00   7.137289e-19   7.137289e-19   7.137289e-18   7.137729e-18   2.141187e-18   2.141187e-18
-5.000000e+00   -5.593594e+00   7.158754e-19   7.158754e-19   7.158754e-18   7.159196e-18   2.147626e-18   2.147626e-18
-5.000000e+00   -5.592593e+00   7.180284e-19   7.180284e-19   7.180284e-18   7.180727e-18   2.154085e-18   2.154085e-18
-5.000000e+00   -5.591592e+00   7.201879e-19   7.201879e-19   7.201879e-18   7.202324e-18   2.160564e-18   2.160564e-18
-5.000000e+00   -5.590591e+00   7.223539e-19   7.223539e-19   7.223539e-18   7.223985e-18   2.167062e-18   2.167062e-18
