x   y   y_sp   dydx   dydx_sp
2.778779e+00   2.416483e+01   2.416483e+01   1.667267e+01   1.667267e+01
2.786787e+00   2.429854e+01   2.429854e+01   1.672072e+01   1.672072e+01
2.794795e+00   2.443263e+01   2.443263e+01   1.676877e+01   1.676877e+01
2.802803e+00   2.456711e+01   2.456711e+01   1.681682e+01   1.681682e+01
2.810811e+00   2.470197e+01   2.470197e+01   1.686486e+01   1.686486e+01
2.818819e+00   2.483722e+01   2.483722e+01   1.691291e+01   1.691291e+01
2.826827e+00   2.497285e+01   2.497285e+01   1.696096e+01   1.696096e+01
2.834835e+00   2.510887e+01   2.510887e+01   1.700901e+01   1.700901e+01
2.842843e+00   2.524527e+01   2.524527e+01   1.705706e+01   1.705706e+01
2.850851e+00   2.538205e+01   2.538205e+01   1.710511e+01   1.710511e+01
2.858859e+00   2.551922e+01   2.551922e+01   1.715315e+01   1.715315e+01
2.866867e+00   2.565678e+01   2.565678e+01   1.720120e+01   1.720120e+01
2.874875e+00   2.579472e+01   2.579472e+01   1.724925e+01   1.724925e+01
2.882883e+00   2.593304e+01   2.593304e+01   1.729730e+01   1.729730e+01
2.890891e+00   2.607175e+01   2.607175e+01   1.734535e+01   1.734535e+01
2.898899e+00   2.621084e+01   2.621084e+01   1.739339e+01   1.739339e+01
2.906907e+00   2.635032e+01   2.635032e+01   1.744144e+01   1.744144e+01
2.914915e+00   2.649019e+01   2.649019e+01   1.748949e+01   1.748949e+01
2.922923e+00   2.663044e+01   2.663044e+01   1.753754e+01   1.753754e+01
2.930931e+00   2.677107e+01   2.677107e+01   1.758559e+01   1.758559e+01
2.938939e+00   2.691209e+01   2.691209e+01   1.763363e+01   1.763363e+01
2.946947e+00   2.705349e+01   2.705349e+01   1.768168e+01   1.768168e+01
2.954955e+00   2.719528e+01   2.719528e+01   1.772973e+01   1.772973e+01
2.962963e+00   2.733745e+01   2.733745e+01   1.777778e+01   1.777778e+01
2.970971e+00   2.748001e+01   2.748001e+01   1.782583e+01   1.782583e+01
2.978979e+00   2.762295e+01   2.762295e+01   1.787387e+01   1.787387e+01
2.986987e+00   2.776627e+01   2.776627e+01   1.792192e+01   1.792192e+01
2.994995e+00   2.790999e+01   2.790999e+01   1.796997e+01   1.796997e+01
3.003003e+00   2.805408e+01   2.805408e+01   1.801802e+01   1.801802e+01
3.011011e+00   2.819856e+01   2.819856e+01   1.806607e+01   1.806607e+01
3.019019e+00   2.834343e+01   2.834343e+01   1.811411e+01   1.811411e+01
3.027027e+00   2.848868e+01   2.848868e+01   1.816216e+01   1.816216e+01
3.035035e+00   2.863431e+01   2.863431e+01   1.821021e+01   1.821021e+01
3.043043e+00   2.878033e+01   2.878033e+01   1.825826e+01   1.825826e+01
3.051051e+00   2.892674e+01   2.892674e+01   1.830631e+01   1.830631e+01
3.059059e+00   2.907353e+01   2.907353e+01   1.835435e+01   1.835435e+01
3.067067e+00   2.922070e+01   2.922070e+01   1.840240e+01   1.840240e+01
3.075075e+00   2.936826e+01   2.936826e+01   1.845045e+01   1.845045e+01
3.083083e+00   2.951620e+01   2.951620e+01   1.849850e+01   1.849850e+01
3.091091e+00   2.966453e+01   2.966453e+01   1.854655e+01   1.854655e+01
3.099099e+00   2.981325e+01   2.981325e+01   1.859459e+01   1.859459e+01
3.107107e+00   2.996234e+01   2.996234e+01   1.864264e+01   1.864264e+01
3.115115e+00   3.011183e+01   3.011183e+01   1.869069e+01   1.869069e+01
3.123123e+00   3.026169e+01   3.026169e+01   1.873874e+01   1.873874e+01
3.131131e+00   3.041195e+01   3.041195e+01   1.878679e+01   1.878679e+01
3.139139e+00   3.056258e+01   3.056258e+01   1.883483e+01   1.883483e+01
3.147147e+00   3.071361e+01   3.071361e+01   1.888288e+01   1.888288e+01
3.155155e+00   3.086501e+01   3.086501e+01   1.893093e+01   1.893093e+01
3.163163e+00   3.101680e+01   3.101680e+01   1.897898e+01   1.897898e+01
3.171171e+00   3.116898e+01   3.116898e+01   1.902703e+01   1.902703e+01
3.179179e+00   3.132154e+01   3.132154e+01   1.907508e+01   1.907508e+01
3.187187e+00   3.147449e+01   3.147449e+01   1.912312e+01   1.912312e+01
3.195195e+00   3.162782e+01   3.162782e+01   1.917117e+01   1.917117e+01
3.203203e+00   3.178153e+01   3.178153e+01   1.921922e+01   1.921922e+01
3.211211e+00   3.193563e+01   3.193563e+01   1.926727e+01   1.926727e+01
3.219219e+00   3.209012e+01   3.209012e+01   1.931532e+01   1.931532e+01
3.227227e+00   3.224499e+01   3.224499e+01   1.936336e+01   1.936336e+01
3.235235e+00   3.240024e+01   3.240024e+01   1.941141e+01   1.941141e+01
3.243243e+00   3.255588e+01   3.255588e+01   1.945946e+01   1.945946e+01
3.251251e+00   3.271190e+01   3.271190e+01   1.950751e+01   1.950751e+01
3.259259e+00   3.286831e+01   3.286831e+01   1.955556e+01   1.955556e+01
3.267267e+00   3.302511e+01   3.302511e+01   1.960360e+01   1.960360e+01
3.275275e+00   3.318228e+01   3.318228e+01   1.965165e+01   1.965165e+01
3.283283e+00   3.333985e+01   3.333985e+01   1.969970e+01   1.969970e+01
3.291291e+00   3.349780e+01   3.349780e+01   1.974775e+01   1.974775e+01
3.299299e+00   3.365613e+01   3.365613e+01   1.979580e+01   1.979580e+01
3.307307e+00   3.381484e+01   3.381484e+01   1.984384e+01   1.984384e+01
3.315315e+00   3.397395e+01   3.397395e+01   1.989189e+01   1.989189e+01
3.323323e+00   3.413343e+01   3.413343e+01   1.993994e+01   1.993994e+01
3.331331e+00   3.429331e+01   3.429331e+01   1.998799e+01   1.998799e+01
3.339339e+00   3.445356e+01   3.445356e+01   2.003604e+01   2.003604e+01
3.347347e+00   3.461420e+01   3.461420e+01   2.008408e+01   2.008408e+01
3.355355e+00   3.477523e+01   3.477523e+01   2.013213e+01   2.013213e+01
3.363363e+00   3.493664e+01   3.493664e+01   2.018018e+01   2.018018e+01
3.371371e+00   3.509843e+01   3.509843e+01   2.022823e+01   2.022823e+01
3.379379e+00   3.526061e+01   3.526061e+01   2.027628e+01   2.027628e+01
3.387387e+00   3.542318e+01   3.542318e+01   2.032432e+01   2.032432e+01
3.395395e+00   3.558613e+01   3.558613e+01   2.037237e+01   2.037237e+01
3.403403e+00   3.574946e+01   3.574946e+01   2.042042e+01   2.042042e+01
3.411411e+00   3.591318e+01   3.591318e+01   2.046847e+01   2.046847e+01
3.419419e+00   3.607729e+01   3.607729e+01   2.051652e+01   2.051652e+01
3.427427e+00   3.624178e+01   3.624178e+01   2.056456e+01   2.056456e+01
3.435435e+00   3.640665e+01   3.640665e+01   2.061261e+01   2.061261e+01
3.443443e+00   3.657191e+01   3.657191e+01   2.066066e+01   2.066066e+01
3.451451e+00   3.673755e+01   3.673755e+01   2.070871e+01   2.070871e+01
3.459459e+00   3.690358e+01   3.690358e+01   2.075676e+01   2.075676e+01
3.467467e+00   3.706999e+01   3.706999e+01   2.080480e+01   2.080480e+01
3.475475e+00   3.723679e+01   3.723679e+01   2.085285e+01   2.085285e+01
3.483483e+00   3.740397e+01   3.740397e+01   2.090090e+01   2.090090e+01
3.491491e+00   3.757154e+01   3.757154e+01   2.094895e+01   2.094895e+01
3.499499e+00   3.773949e+01   3.773949e+01   2.099700e+01   2.099700e+01
3.507508e+00   3.790783e+01   3.790783e+01   2.104505e+01   2.104505e+01
3.515516e+00   3.807655e+01   3.807655e+01   2.109309e+01   2.109309e+01
3.523524e+00   3.824565e+01   3.824565e+01   2.114114e+01   2.114114e+01
3.531532e+00   3.841514e+01   3.841514e+01   2.118919e+01   2.118919e+01
3.539540e+00   3.858502e+01   3.858502e+01   2.123724e+01   2.123724e+01
3.547548e+00   3.875528e+01   3.875528e+01   2.128529e+01   2.128529e+01
3.555556e+00   3.892593e+01   3.892593e+01   2.133333e+01   2.133333e+01
3.563564e+00   3.909696e+01   3.909696e+01   2.138138e+01   2.138138e+01
3.571572e+00   3.926837e+01   3.926837e+01   2.142943e+01   2.142943e+01
3.579580e+00   3.944017e+01   3.944017e+01   2.147748e+01   2.147748e+01
3.587588e+00   3.961235e+01   3.961235e+01   2.152553e+01   2.152553e+01
3.595596e+00   3.978492e+01   3.978492e+01   2.157357e+01   2.157357e+01
3.603604e+00   3.995788e+01   3.995788e+01   2.162162e+01   2.162162e+01
3.611612e+00   4.013122e+01   4.013122e+01   2.166967e+01   2.166967e+01
3.619620e+00   4.030494e+01   4.030494e+01   2.171772e+01   2.171772e+01
3.627628e+00   4.047905e+01   4.047905e+01   2.176577e+01   2.176577e+01
3.635636e+00   4.065354e+01   4.065354e+01   2.181381e+01   2.181381e+01
3.643644e+00   4.082842e+01   4.082842e+01   2.186186e+01   2.186186e+01
3.651652e+00   4.100368e+01   4.100368e+01   2.190991e+01   2.190991e+01
3.659660e+00   4.117933e+01   4.117933e+01   2.195796e+01   2.195796e+01
3.667668e+00   4.135536e+01   4.135536e+01   2.200601e+01   2.200601e+01
3.675676e+00   4.153178e+01   4.153178e+01   2.205405e+01   2.205405e+01
3.683684e+00   4.170858e+01   4.170858e+01   2.210210e+01   2.210210e+01
3.691692e+00   4.188576e+01   4.188576e+01   2.215015e+01   2.215015e+01
3.699700e+00   4.206333e+01   4.206333e+01   2.219820e+01   2.219820e+01
3.707708e+00   4.224129e+01   4.224129e+01   2.224625e+01   2.224625e+01
3.715716e+00   4.241963e+01   4.241963e+01   2.229429e+01   2.229429e+01
3.723724e+00   4.259836e+01   4.259836e+01   2.234234e+01   2.234234e+01
3.731732e+00   4.277747e+01   4.277747e+01   2.239039e+01   2.239039e+01
3.739740e+00   4.295696e+01   4.295696e+01   2.243844e+01   2.243844e+01
3.747748e+00   4.313684e+01   4.313684e+01   2.248649e+01   2.248649e+01
3.755756e+00   4.331710e+01   4.331710e+01   2.253453e+01   2.253453e+01
3.763764e+00   4.349775e+01   4.349775e+01   2.258258e+01   2.258258e+01
3.771772e+00   4.367879e+01   4.367879e+01   2.263063e+01   2.263063e+01
3.779780e+00   4.386021e+01   4.386021e+01   2.267868e+01   2.267868e+01
3.787788e+00   4.404201e+01   4.404201e+01   2.272673e+01   2.272673e+01
3.795796e+00   4.422420e+01   4.422420e+01   2.277477e+01   2.277477e+01
3.803804e+00   4.440677e+01   4.440677e+01   2.282282e+01   2.282282e+01
3.811812e+00   4.458973e+01   4.458973e+01   2.287087e+01   2.287087e+01
3.819820e+00   4.477307e+01   4.477307e+01   2.291892e+01   2.291892e+01
3.827828e+00   4.495680e+01   4.495680e+01   2.296697e+01   2.296697e+01
3.835836e+00   4.514091e+01   4.514091e+01   2.301502e+01   2.301502e+01
3.843844e+00   4.532541e+01   4.532541e+01   2.306306e+01   2.306306e+01
3.851852e+00   4.551029e+01   4.551029e+01   2.311111e+01   2.311111e+01
3.859860e+00   4.569555e+01   4.569555e+01   2.315916e+01   2.315916e+01
3.867868e+00   4.588121e+01   4.588121e+01   2.320721e+01   2.320721e+01
3.875876e+00   4.606724e+01   4.606724e+01   2.325526e+01   2.325526e+01
3.883884e+00   4.625366e+01   4.625366e+01   2.330330e+01   2.330330e+01
3.891892e+00   4.644047e+01   4.644047e+01   2.335135e+01   2.335135e+01
3.899900e+00   4.662766e+01   4.662766e+01   2.339940e+01   2.339940e+01
3.907908e+00   4.681523e+01   4.681523e+01   2.344745e+01   2.344745e+01
3.915916e+00   4.700319e+01   4.700319e+01   2.349550e+01   2.349550e+01
3.923924e+00   4.719154e+01   4.719154e+01   2.354354e+01   2.354354e+01
3.931932e+00   4.738027e+01   4.738027e+01   2.359159e+01   2.359159e+01
3.939940e+00   4.756938e+01   4.756938e+01   2.363964e+01   2.363964e+01
3.947948e+00   4.775888e+01   4.775888e+01   2.368769e+01   2.368769e+01
3.955956e+00   4.794876e+01   4.794876e+01   2.373574e+01   2.373574e+01
3.963964e+00   4.813903e+01   4.813903e+01   2.378378e+01   2.378378e+01
3.971972e+00   4.832968e+01   4.832968e+01   2.383183e+01   2.383183e+01
3.979980e+00   4.852072e+01   4.852072e+01   2.387988e+01   2.387988e+01
3.987988e+00   4.871214e+01   4.871214e+01   2.392793e+01   2.392793e+01
3.995996e+00   4.890395e+01   4.890395e+01   2.397598e+01   2.397598e+01
4.004004e+00   4.909614e+01   4.909614e+01   2.402402e+01   2.402402e+01
4.012012e+00   4.928872e+01   4.928872e+01   2.407207e+01   2.407207e+01
4.020020e+00   4.948168e+01   4.948168e+01   2.412012e+01   2.412012e+01
4.028028e+00   4.967503e+01   4.967503e+01   2.416817e+01   2.416817e+01
4.036036e+00   4.986876e+01   4.986876e+01   2.421622e+01   2.421622e+01
4.044044e+00   5.006288e+01   5.006288e+01   2.426426e+01   2.426426e+01
4.052052e+00   5.025738e+01   5.025738e+01   2.431231e+01   2.431231e+01
4.060060e+00   5.045226e+01   5.045226e+01   2.436036e+01   2.436036e+01
4.068068e+00   5.064753e+01   5.064753e+01   2.440841e+01   2.440841e+01
4.076076e+00   5.084319e+01   5.084319e+01   2.445646e+01   2.445646e+01
4.084084e+00   5.103923e+01   5.103923e+01   2.450450e+01   2.450450e+01
4.092092e+00   5.123565e+01   5.123565e+01   2.455255e+01   2.455255e+01
4.100100e+00   5.143246e+01   5.143246e+01   2.460060e+01   2.460060e+01
4.108108e+00   5.162966e+01   5.162966e+01   2.464865e+01   2.464865e+01
4.116116e+00   5.182724e+01   5.182724e+01   2.469670e+01   2.469670e+01
4.124124e+00   5.202520e+01   5.202520e+01   2.474474e+01   2.474474e+01
4.132132e+00   5.222355e+01   5.222355e+01   2.479279e+01   2.479279e+01
4.140140e+00   5.242228e+01   5.242228e+01   2.484084e+01   2.484084e+01
4.148148e+00   5.262140e+01   5.262140e+01   2.488889e+01   2.488889e+01
4.156156e+00   5.282090e+01   5.282090e+01   2.493694e+01   2.493694e+01
4.164164e+00   5.302079e+01   5.302079e+01   2.498498e+01   2.498498e+01
4.172172e+00   5.322106e+01   5.322106e+01   2.503303e+01   2.503303e+01
4.180180e+00   5.342172e+01   5.342172e+01   2.508108e+01   2.508108e+01
4.188188e+00   5.362276e+01   5.362276e+01   2.512913e+01   2.512913e+01
4.196196e+00   5.382419e+01   5.382419e+01   2.517718e+01   2.517718e+01
4.204204e+00   5.402600e+01   5.402600e+01   2.522523e+01   2.522523e+01
4.212212e+00   5.422820e+01   5.422820e+01   2.527327e+01   2.527327e+01
4.220220e+00   5.443078e+01   5.443078e+01   2.532132e+01   2.532132e+01
4.228228e+00   5.463374e+01   5.463374e+01   2.536937e+01   2.536937e+01
4.236236e+00   5.483709e+01   5.483709e+01   2.541742e+01   2.541742e+01
4.244244e+00   5.504083e+01   5.504083e+01   2.546547e+01   2.546547e+01
4.252252e+00   5.524495e+01   5.524495e+01   2.551351e+01   2.551351e+01
4.260260e+00   5.544945e+01   5.544945e+01   2.556156e+01   2.556156e+01
4.268268e+00   5.565434e+01   5.565434e+01   2.560961e+01   2.560961e+01
4.276276e+00   5.585962e+01   5.585962e+01   2.565766e+01   2.565766e+01
4.284284e+00   5.606528e+01   5.606528e+01   2.570571e+01   2.570571e+01
4.292292e+00   5.627132e+01   5.627132e+01   2.575375e+01   2.575375e+01
4.300300e+00   5.647775e+01   5.647775e+01   2.580180e+01   2.580180e+01
4.308308e+00   5.668456e+01   5.668456e+01   2.584985e+01   2.584985e+01
4.316316e+00   5.689176e+01   5.689176e+01   2.589790e+01   2.589790e+01
4.324324e+00   5.709934e+01   5.709934e+01   2.594595e+01   2.594595e+01
4.332332e+00   5.730731e+01   5.730731e+01   2.599399e+01   2.599399e+01
4.340340e+00   5.751566e+01   5.751566e+01   2.604204e+01   2.604204e+01
4.348348e+00   5.772440e+01   5.772440e+01   2.609009e+01   2.609009e+01
4.356356e+00   5.793352e+01   5.793352e+01   2.613814e+01   2.613814e+01
4.364364e+00   5.814303e+01   5.814303e+01   2.618619e+01   2.618619e+01
4.372372e+00   5.835292e+01   5.835292e+01   2.623423e+01   2.623423e+01
4.380380e+00   5.856320e+01   5.856320e+01   2.628228e+01   2.628228e+01
4.388388e+00   5.877386e+01   5.877386e+01   2.633033e+01   2.633033e+01
4.396396e+00   5.898490e+01   5.898490e+01   2.637838e+01   2.637838e+01
4.404404e+00   5.919633e+01   5.919633e+01   2.642643e+01   2.642643e+01
4.412412e+00   5.940815e+01   5.940815e+01   2.647447e+01   2.647447e+01
4.420420e+00   5.962035e+01   5.962035e+01   2.652252e+01   2.652252e+01
4.428428e+00   5.983294e+01   5.983294e+01   2.657057e+01   2.657057e+01
4.436436e+00   6.004590e+01   6.004590e+01   2.661862e+01   2.661862e+01
4.444444e+00   6.025926e+01   6.025926e+01   2.666667e+01   2.666667e+01
4.452452e+00   6.047300e+01   6.047300e+01   2.671471e+01   2.671471e+01
4.460460e+00   6.068712e+01   6.068712e+01   2.676276e+01   2.676276e+01
4.468468e+00   6.090163e+01   6.090163e+01   2.681081e+01   2.681081e+01
4.476476e+00   6.111652e+01   6.111652e+01   2.685886e+01   2.685886e+01
4.484484e+00   6.133180e+01   6.133180e+01   2.690691e+01   2.690691e+01
4.492492e+00   6.154747e+01   6.154747e+01   2.695495e+01   2.695495e+01
4.500501e+00   6.176351e+01   6.176351e+01   2.700300e+01   2.700300e+01
4.508509e+00   6.197995e+01   6.197995e+01   2.705105e+01   2.705105e+01
4.516517e+00   6.219676e+01   6.219676e+01   2.709910e+01   2.709910e+01
4.524525e+00   6.241397e+01   6.241397e+01   2.714715e+01   2.714715e+01
4.532533e+00   6.263155e+01   6.263155e+01   2.719520e+01   2.719520e+01
4.540541e+00   6.284953e+01   6.284953e+01   2.724324e+01   2.724324e+01
4.548549e+00   6.306788e+01   6.306788e+01   2.729129e+01   2.729129e+01
4.556557e+00   6.328662e+01   6.328662e+01   2.733934e+01   2.733934e+01
4.564565e+00   6.350575e+01   6.350575e+01   2.738739e+01   2.738739e+01
4.572573e+00   6.372526e+01   6.372526e+01   2.743544e+01   2.743544e+01
4.580581e+00   6.394516e+01   6.394516e+01   2.748348e+01   2.748348e+01
4.588589e+00   6.416544e+01   6.416544e+01   2.753153e+01   2.753153e+01
4.596597e+00   6.438610e+01   6.438610e+01   2.757958e+01   2.757958e+01
4.604605e+00   6.460715e+01   6.460715e+01   2.762763e+01   2.762763e+01
4.612613e+00   6.482859e+01   6.482859e+01   2.767568e+01   2.767568e+01
4.620621e+00   6.505040e+01   6.505040e+01   2.772372e+01   2.772372e+01
4.628629e+00   6.527261e+01   6.527261e+01   2.777177e+01   2.777177e+01
4.636637e+00   6.549520e+01   6.549520e+01   2.781982e+01   2.781982e+01
4.644645e+00   6.571817e+01   6.571817e+01   2.786787e+01   2.786787e+01
4.652653e+00   6.594153e+01   6.594153e+01   2.791592e+01   2.791592e+01
4.660661e+00   6.616527e+01   6.616527e+01   2.796396e+01   2.796396e+01
4.668669e+00   6.638940e+01   6.638940e+01   2.801201e+01   2.801201e+01
4.676677e+00   6.661391e+01   6.661391e+01   2.806006e+01   2.806006e+01
4.684685e+00   6.683881e+01   6.683881e+01   2.810811e+01   2.810811e+01
4.692693e+00   6.706409e+01   6.706409e+01   2.815616e+01   2.815616e+01
4.700701e+00   6.728976e+01   6.728976e+01   2.820420e+01   2.820420e+01
4.708709e+00   6.751581e+01   6.751581e+01   2.825225e+01   2.825225e+01
4.716717e+00   6.774225e+01   6.774225e+01   2.830030e+01   2.830030e+01
4.724725e+00   6.796907e+01   6.796907e+01   2.834835e+01   2.834835e+01
4.732733e+00   6.819628e+01   6.819628e+01   2.839640e+01   2.839640e+01
4.740741e+00   6.842387e+01   6.842387e+01   2.844444e+01   2.844444e+01
4.748749e+00   6.865184e+01   6.865184e+01   2.849249e+01   2.849249e+01
4.756757e+00   6.888020e+01   6.888020e+01   2.854054e+01   2.854054e+01
4.764765e+00   6.910895e+01   6.910895e+01   2.858859e+01   2.858859e+01
4.772773e+00   6.933808e+01   6.933808e+01   2.863664e+01   2.863664e+01
4.780781e+00   6.956759e+01   6.956759e+01   2.868468e+01   2.868468e+01
4.788789e+00   6.979749e+01   6.979749e+01   2.873273e+01   2.873273e+01
4.796797e+00   7.002778e+01   7.002778e+01   2.878078e+01   2.878078e+01
4.804805e+00   7.025845e+01   7.025845e+01   2.882883e+01   2.882883e+01
4.812813e+00   7.048950e+01   7.048950e+01   2.887688e+01   2.887688e+01
4.820821e+00   7.072094e+01   7.072094e+01   2.892492e+01   2.892492e+01
4.828829e+00   7.095276e+01   7.095276e+01   2.897297e+01   2.897297e+01
4.836837e+00   7.118497e+01   7.118497e+01   2.902102e+01   2.902102e+01
4.844845e+00   7.141756e+01   7.141756e+01   2.906907e+01   2.906907e+01
4.852853e+00   7.165054e+01   7.165054e+01   2.911712e+01   2.911712e+01
4.860861e+00   7.188390e+01   7.188390e+01   2.916517e+01   2.916517e+01
4.868869e+00   7.211765e+01   7.211765e+01   2.921321e+01   2.921321e+01
4.876877e+00   7.235178e+01   7.235178e+01   2.926126e+01   2.926126e+01
4.884885e+00   7.258630e+01   7.258630e+01   2.930931e+01   2.930931e+01
4.892893e+00   7.282120e+01   7.282120e+01   2.935736e+01   2.935736e+01
4.900901e+00   7.305649e+01   7.305649e+01   2.940541e+01   2.940541e+01
4.908909e+00   7.329216e+01   7.329216e+01   2.945345e+01   2.945345e+01
4.916917e+00   7.352822e+01   7.352822e+01   2.950150e+01   2.950150e+01
4.924925e+00   7.376466e+01   7.376466e+01   2.954955e+01   2.954955e+01
4.932933e+00   7.400148e+01   7.400148e+01   2.959760e+01   2.959760e+01
4.940941e+00   7.423869e+01   7.423869e+01   2.964565e+01   2.964565e+01
4.948949e+00   7.447629e+01   7.447629e+01   2.969369e+01   2.969369e+01
4.956957e+00   7.471427e+01   7.471427e+01   2.974174e+01   2.974174e+01
4.964965e+00   7.495263e+01   7.495263e+01   2.978979e+01   2.978979e+01
4.972973e+00   7.519138e+01   7.519138e+01   2.983784e+01   2.983784e+01
4.980981e+00   7.543051e+01   7.543051e+01   2.988589e+01   2.988589e+01
4.988989e+00   7.567003e+01   7.567003e+01   2.993393e+01   2.993393e+01
4.996997e+00   7.590994e+01   7.590994e+01   2.998198e+01   2.998198e+01
5.005005e+00   7.615023e+01   7.615023e+01   3.003003e+01   3.003003e+01
5.013013e+00   7.639090e+01   7.639090e+01   3.007808e+01   3.007808e+01
5.021021e+00   7.663196e+01   7.663196e+01   3.012613e+01   3.012613e+01
5.029029e+00   7.687340e+01   7.687340e+01   3.017417e+01   3.017417e+01
5.037037e+00   7.711523e+01   7.711523e+01   3.022222e+01   3.022222e+01
5.045045e+00   7.735744e+01   7.735744e+01   3.027027e+01   3.027027e+01
5.053053e+00   7.760004e+01   7.760004e+01   3.031832e+01   3.031832e+01
5.061061e+00   7.784302e+01   7.784302e+01   3.036637e+01   3.036637e+01
5.069069e+00   7.808638e+01   7.808638e+01   3.041441e+01   3.041441e+01
5.077077e+00   7.833013e+01   7.833013e+01   3.046246e+01   3.046246e+01
5.085085e+00   7.857427e+01   7.857427e+01   3.051051e+01   3.051051e+01
5.093093e+00   7.881879e+01   7.881879e+01   3.055856e+01   3.055856e+01
5.101101e+00   7.906370e+01   7.906370e+01   3.060661e+01   3.060661e+01
5.109109e+00   7.930899e+01   7.930899e+01   3.065465e+01   3.065465e+01
5.117117e+00   7.955466e+01   7.955466e+01   3.070270e+01   3.070270e+01
5.125125e+00   7.980072e+01   7.980072e+01   3.075075e+01   3.075075e+01
5.133133e+00   8.004717e+01   8.004717e+01   3.079880e+01   3.079880e+01
5.141141e+00   8.029400e+01   8.029400e+01   3.084685e+01   3.084685e+01
5.149149e+00   8.054121e+01   8.054121e+01   3.089489e+01   3.089489e+01
5.157157e+00   8.078881e+01   8.078881e+01   3.094294e+01   3.094294e+01
5.165165e+00   8.103679e+01   8.103679e+01   3.099099e+01   3.099099e+01
5.173173e+00   8.128516e+01   8.128516e+01   3.103904e+01   3.103904e+01
5.181181e+00   8.153392e+01   8.153392e+01   3.108709e+01   3.108709e+01
5.189189e+00   8.178305e+01   8.178305e+01   3.113514e+01   3.113514e+01
5.197197e+00   8.203258e+01   8.203258e+01   3.118318e+01   3.118318e+01
5.205205e+00   8.228248e+01   8.228248e+01   3.123123e+01   3.123123e+01
5.213213e+00   8.253278e+01   8.253278e+01   3.127928e+01   3.127928e+01
5.221221e+00   8.278345e+01   8.278345e+01   3.132733e+01   3.132733e+01
5.229229e+00   8.303451e+01   8.303451e+01   3.137538e+01   3.137538e+01
5.237237e+00   8.328596e+01   8.328596e+01   3.142342e+01   3.142342e+01
5.245245e+00   8.353779e+01   8.353779e+01   3.147147e+01   3.147147e+01
5.253253e+00   8.379001e+01   8.379001e+01   3.151952e+01   3.151952e+01
5.261261e+00   8.404261e+01   8.404261e+01   3.156757e+01   3.156757e+01
5.269269e+00   8.429560e+01   8.429560e+01   3.161562e+01   3.161562e+01
5.277277e+00   8.454897e+01   8.454897e+01   3.166366e+01   3.166366e+01
5.285285e+00   8.480272e+01   8.480272e+01   3.171171e+01   3.171171e+01
5.293293e+00   8.505686e+01   8.505686e+01   3.175976e+01   3.175976e+01
5.301301e+00   8.531139e+01   8.531139e+01   3.180781e+01   3.180781e+01
5.309309e+00   8.556630e+01   8.556630e+01   3.185586e+01   3.185586e+01
5.317317e+00   8.582159e+01   8.582159e+01   3.190390e+01   3.190390e+01
5.325325e+00   8.607727e+01   8.607727e+01   3.195195e+01   3.195195e+01
5.333333e+00   8.633333e+01   8.633333e+01   3.200000e+01   3.200000e+01
5.341341e+00   8.658978e+01   8.658978e+01   3.204805e+01   3.204805e+01
5.349349e+00   8.684662e+01   8.684662e+01   3.209610e+01   3.209610e+01
5.357357e+00   8.710383e+01   8.710383e+01   3.214414e+01   3.214414e+01
5.365365e+00   8.736144e+01   8.736144e+01   3.219219e+01   3.219219e+01
5.373373e+00   8.761942e+01   8.761942e+01   3.224024e+01   3.224024e+01
5.381381e+00   8.787780e+01   8.787780e+01   3.228829e+01   3.228829e+01
5.389389e+00   8.813655e+01   8.813655e+01   3.233634e+01   3.233634e+01
5.397397e+00   8.839570e+01   8.839570e+01   3.238438e+01   3.238438e+01
5.405405e+00   8.865522e+01   8.865522e+01   3.243243e+01   3.243243e+01
5.413413e+00   8.891513e+01   8.891513e+01   3.248048e+01   3.248048e+01
5.421421e+00   8.917543e+01   8.917543e+01   3.252853e+01   3.252853e+01
5.429429e+00   8.943611e+01   8.943611e+01   3.257658e+01   3.257658e+01
5.437437e+00   8.969718e+01   8.969718e+01   3.262462e+01   3.262462e+01
5.445445e+00   8.995863e+01   8.995863e+01   3.267267e+01   3.267267e+01
5.453453e+00   9.022046e+01   9.022046e+01   3.272072e+01   3.272072e+01
5.461461e+00   9.048268e+01   9.048268e+01   3.276877e+01   3.276877e+01
5.469469e+00   9.074529e+01   9.074529e+01   3.281682e+01   3.281682e+01
5.477477e+00   9.100828e+01   9.100828e+01   3.286486e+01   3.286486e+01
5.485485e+00   9.127165e+01   9.127165e+01   3.291291e+01   3.291291e+01
5.493493e+00   9.153541e+01   9.153541e+01   3.296096e+01   3.296096e+01
5.501502e+00   9.179956e+01   9.179956e+01   3.300901e+01   3.300901e+01
5.509510e+00   9.206409e+01   9.206409e+01   3.305706e+01   3.305706e+01
5.517518e+00   9.232900e+01   9.232900e+01   3.310511e+01   3.310511e+01
5.525526e+00   9.259430e+01   9.259430e+01   3.315315e+01   3.315315e+01
5.533534e+00   9.285998e+01   9.285998e+01   3.320120e+01   3.320120e+01
5.541542e+00   9.312605e+01   9.312605e+01   3.324925e+01   3.324925e+01
5.549550e+00   9.339250e+01   9.339250e+01   3.329730e+01   3.329730e+01
5.557558e+00   9.365934e+01   9.365934e+01   3.334535e+01   3.334535e+01
5.565566e+00   9.392656e+01   9.392656e+01   3.339339e+01   3.339339e+01
